uuid,source,vertex_count,face_count,joint_count,bone_count,category_label,fileType,fileIdentifier
01b9d522-ce44-529e-b3bb-53f938838aea,github,18635,31836,28,27,"character, anthropomorphic",fbx,https://github.com/interaction-lab/PoseToCode/blob/fdc925f37cabf48c11c3654e5c8f0f82309a802b/public/Robot/character-blend.fbx
006d6722-fb37-5eeb-a405-3fff0acf9f01,github,17365,31152,22,21,character,gltf,https://github.com/danielacorner/boomerang/blob/b9bfc60602041ae829a27764847917be91aab1dc/public/models/mark_zuckerberg_running/scene.gltf
786e07e5-f680-5c1d-8b75-8c1faf4426ae,github,15921,24028,46,45,character,fbx,https://github.com/andreasVHoly/terminal_reality/blob/7a3ace24fb6fef96b3267d34ec5b5b760bb215af/Terminal Reality/Assets/Player/Model/joseph.fbx
f1c341fd-35ab-5cc4-ac4e-efdefd204145,github,73483,109980,52,51,character,fbx,https://github.com/Counterdevel/Stranger-Farm/blob/5912a370f57c12bb9ec1790547126db50f7b32e5/Stranger Farm/Assets/Anims/Idlle.FBX
21daa62e-d5e9-59d0-9617-6403a487f7d9,github,8533,8550,58,57,character,fbx,https://github.com/CHERMUG-UWS/CHERMUG-FinalBuild/blob/69ddc7a55356fb6a471883b04fea8c7de68c9951/CHERMUG2-GItHub/Assets/Animations/CustomCharacterAnimations/M_Doctor@Talking.fbx
9ec649d6-e415-5252-9345-bf37fb2564a1,github,2570,4068,51,50,character,fbx,https://github.com/misoten8/project/blob/398f981c997324be99fac1e7fb379a45ae9003c6/Misoten8/Assets/Models/NPC/NPC_female.fbx
0180d155-8dcb-5fa0-965a-ff63f1f28d2a,github,38812,58160,95,94,"mythical creature, anthropomorphic",fbx,https://github.com/limaoxd/unity_project/blob/edd1e7d1b5d60fd3677f5060a0b62f168f59d606/Project/Assets/object_resource/Bearclaw/Bearclaw.fbx
9f07af70-be92-5a3b-b645-7d0de0c78246,github,81812,90492,24,23,"character, anthropomorphic",fbx,https://github.com/ivonvk/CGDAsgn2/blob/774dcc9628ce2009b1f2024569c3181be84f866c/Assets/Resources/Models/Latest_Models/Male/Swordsman/Death.fbx
db846cbb-62a7-5edb-aedc-275b35ddb5ed,github,8798,12378,58,57,character,fbx,https://github.com/mizquierdo97/ComicRendering/blob/ca81fc8418ceb6f65c45a97dbc6514f8da5d1efe/TFG/Assets/Characters/Spider-Girl.fbx
f5da68ab-d195-5d7b-b731-4b8960e585ed,github,4706,7088,51,50,character,fbx,https://github.com/Giseung30/VR_Contents_Editor/blob/8471f167fd0cc29bce1f1be3ea19e9d7440a5e21/프로그램 등록/VR_Contents_Editor_Project/Assets/Resources/Item/Human/3dObject/FaceTestResource/Character.FBX
18d28820-a6b9-5c95-8515-3de65fbda6e0,github,1504,1614,43,42,"character, anthropomorphic",fbx,https://github.com/Franklin392/FA22-GameDev4-FinalProject/blob/f4e43909f22e445d684ed1f4793daa964591638a/Assets/MNBQ/mob_106/mob_106.fbx
8f38068f-2062-5a3a-a5b7-f350214eb072,github,5639,7806,65,64,"character, weapon",fbx,https://github.com/jxw190026/JonWagner_Project03/blob/187084c5f5274b575804acad76e0b3088c938d40/Assets/Models/Player/source/Provision_UnknowSoldier01_Animate.fbx
b867942a-7695-5151-be57-c63374e4c2ea,github,4818,2732,22,21,"character, anthropomorphic",fbx,https://github.com/MTahaOzsahin/RoboPunk/blob/e010df28ef5043854dd01980e2dc2113a1863df6/Assets/GameFolders/Anims/Boss Run.fbx
6205e429-3bb0-5d32-8a3d-15e8eb8031eb,github,9457,4216,40,39,character,fbx,https://github.com/Wyoma/Earth2050/blob/6d8aed2f81a68f2598c4242dc3237834e38e0431/Assets/Urban - Low Poly City Ruins/Contents/Mesh/New Female.fbx
2302784b-415a-5450-b184-584304c6c4a0,github,1631,1262,7,6,vehicle,fbx,https://github.com/romainds-tech/Webgl-Threejs-Project/blob/2c51624ba0aeea3b1b93ae935d7105e4ce1f808f/public/fbx/baleine/baleine-animation.fbx
2ea5fef8-1546-5990-9785-f2c76428aaa6,github,9726,15746,52,51,anthropomorphic,fbx,https://github.com/nevzatersoy/StartUpRun/blob/c9417fb791f1dcfb4bb97feb8efbd2f1a3127d36/StartupRun/Assets/Cartoony-Casual-Character-Pack/Anims/seniorIdle.fbx
85383d22-9e2e-5571-8b94-0fb22d17bfd5,github,6932,11983,58,57,character,fbx,https://github.com/bassammmm/WE-ARE-Virtual-Reality-Social-Application/blob/895bc4d6060b6744a2eab3cac4f942f5a699049f/Proj/Assets/Resources/Avatars/Models/fm3.fbx
01ddd4c2-86f1-5618-bdf7-43a68e8b44e1,github,7434,11376,49,48,electronic device,glb,https://github.com/stevie1mat/3D-Model-Viewer-UI/blob/22d9aac898ce33cbaab34832307fe7c747d21de1/etc/assets/singlechairtable.glb
5b366400-19ff-529c-9248-043919490893,github,15593,28796,59,58,character,blend,https://github.com/ErkkaPeltoniemi/TFC/blob/59464911fa27a2bd86562e1471edcad3d5addca5/Blender/makehuman_04.blend
918e5bc7-7883-5f9f-ae2a-75d610df37fc,github,60085,35741,52,51,anthropomorphic,glb,https://github.com/JameelQureshi/EikonaLenz/blob/0f577ed05b302e0644d77a5f7e776fc170250d66/Assets/POC MASTER FOLDER/Animation/Wave/wave2.glb
08117d99-c553-5985-8a71-58fd9f769589,github,22415,40876,52,51,character,fbx,https://github.com/ryabovamrg/BachelorThesis_VirtualTryOn_MagicMirror/blob/1d01e49569db700a1997c8a734cde09c976d6ace/Source/UnitySource/Assets/Models/outfits/Child/Child_jacket+shirt.fbx
ef3d8e6d-f74c-5f81-8090-35a6757a8e07,github,35918,48207,52,51,character,glb,https://github.com/RoboticsLabURJC/2019-tfg-jorge-cruz/blob/7d4390bdaca9bf5d6e53a25476f09f297f0a73a9/kibotics backup/assets/models/person3.glb
8cfe6a51-4955-5045-bf8c-adf51657fc77,github,8526,12673,52,51,character,fbx,https://github.com/jbastardie/Skibab2/blob/e0cb0f3f11e9137718996df0589cbdad7dcd0ac1/custom animation/partygirlout.fbx
7ff5e577-3162-58ee-9ff2-e848327249c2,github,1319,905,16,15,character,blend,https://github.com/GejamDev/Soulike_DemoSourceCode/blob/93f98c683a0307bb7ed5eea23d1a501e4f024f1e/Assets/Model/Player/Player_BlenderFile.blend
c6911b4d-e23f-5858-b88a-43d3ddc02d58,github,25188,43008,52,51,character,fbx,https://github.com/MartinTalas/PGameVR/blob/28d43c91524b2e0198b5568b519f097488b64366/PGameVR/Assets/Avatars/casual_female_2.fbx
7b478d2b-0b6d-5d4f-beff-3cae64a28cd7,github,5666,1894,29,28,"weapon, anthropomorphic",dae,https://github.com/iEatFishFingers/Pokemon-AR-Card-Game/blob/3c23919d2b8d59152a9546de6e27096c937862cb/Assets/Pokemons/Lucario/Lucarioout.dae
58c93cce-2327-5f0d-89b1-edc0547f39b3,github,4779,6926,43,42,"character, mythical creature",fbx,https://github.com/savvynavi/Major-Production/blob/9b0eed2609b773cdc42b1e39aedc274f41e35b1f/Major Production/Assets/_Prefabs/Characters/Enemies/Imports/Peasant_Gypsy_Skinned.fbx
38c49b3a-2fa6-5b38-9cab-bfc53fe41088,github,1053,1526,68,67,"character, anthropomorphic, weapon",fbx,https://github.com/fenglin56/Heros/blob/9b7b6a71d981ed73bd246f0397417cb3309db28a/Assets/Monsters/Human/20010/20010.FBX
7ad61115-32ed-5b8b-872e-0095ed5f7875,github,21912,11208,52,51,character,fbx,https://github.com/heurteph/PathOfEsthesia/blob/c269f788cfa2b2c7512fe40a0b94b9f212a8e325/SoA-Unity/Assets/Models/NPC/Leaning/Men/character_NPC_M_03@Leaning.fbx
d0bce835-7837-559b-aa75-67ec4c5eab49,github,20276,33418,52,51,character,fbx,https://github.com/mariovalarezo/TestUnityGit/blob/0ce12ebac7bc45ce8aab51121878c58baf558b1e/Assets/Models/Npc/Characters_Areas/Sociohumanistica/Mad/EducBasica_Roberto/EducBasica_Roberto@Breathing Idle.fbx
d0bdfda7-b7ba-5d5c-a020-d31c4ad3af50,github,6971,12164,50,49,mythical creature,fbx,https://github.com/pardo312/TimeToDie-GMTK2022/blob/c01a8a21308a5e462c4784b8c9250b291f20037d/Game/TimeToDie-GMTK2022/Assets/Art/3DModels/Characters/Insect Characters/Mantis/3D/Mantis.FBX
78afdac9-60c6-5679-8a9e-f8f7a3c84afe,github,564,932,15,14,"animal, anthropomorphic",fbx,https://github.com/KentaSugawara/20180324_cTeam/blob/0b2297e77cc9fb103d33db88f205dd151331dc83/Assets/test2/Animation/EggMotion/Unique/tanuki_motion.FBX
98bd48c3-fa31-54e1-9db1-a5cf00f49afd,github,5577,2616,28,27,character,fbx,https://github.com/masterdd15/LostEuclidean/blob/dbaedb259a797e13203e9f6f770cd51332ad7e67/LostEuclidean/Assets/Models/LEFatherDead.fbx
3f8279ef-6a39-5677-806b-988dc0500681,github,1231,1662,16,15,"anthropomorphic, toy",fbx,https://github.com/ShusukeYoda/IkinokoBattle--/blob/4da7904e00496a91b581e7c6e4142237a78f58d2/Assets/PQAssets/Query-Chan-SD/Models/SD_QUERY_42_Yamaguchi/Models/SD_QUERY_42.FBX
8fd6764e-81f1-53b6-a51b-8adb03a7ae82,github,4091,6303,4,3,character,glb,https://github.com/Dkhuonghp/Avatar_3D/blob/9668577fd61525ae2c3525ab86496ba6d1e6af71/public/avatar.glb
26f4e04b-098f-594e-83a3-60cbd61a83f0,github,24826,8550,52,51,"character, anthropomorphic",blend,https://github.com/SametEvren/Basketball/blob/6c8c8a6d6df067d2bb43044442712cb7d0b03987/Assets/AdvancedPeopleSystem2/SOURCES/Male/MaleOutfit_9.blend
e6bc224f-fd2a-546a-b4d6-ec986a3c74ec,github,3061,1032,18,17,character,fbx,https://github.com/TristanMul/Sky-Rescue/blob/b7cb9445ec8b6909a1fc6a750b8299a84dbddc67/Sky Rescue/Assets/AdvancedPeoplePack2/Models/CivilMale/LOD1/male_outfit_1_lod1.fbx
78f4e18e-d06e-55c3-99a0-74cf79ee958e,github,5291,9268,22,21,"mythical creature, toy",fbx,https://github.com/Kivacol/vegetival/blob/a2bdb2e1a00811217038d83a14d466164333d695/Assets/Character/Chili/1147.fbx
20914c12-7465-5613-8b47-57f5411d56d6,github,5283,6138,28,27,character,fbx,https://github.com/YaLuTi/IC/blob/817ce65449fc4dd4704cdfb5af3a9767614f3f14/Assets/Model/Bellydancing.fbx
bc97323f-db29-5ca0-816e-25bbd1429dcd,github,3007,3628,52,51,"character, anthropomorphic",fbx,https://github.com/NoraMuhammad/Glasses-Store/blob/98b5de69b10a91419a4058042f0565239db85a33/Assets/Art Models/Animation/boy1/requesting.fbx
bc4c206d-1924-522c-af09-98b0110ce640,github,79542,141137,52,51,character,glb,https://github.com/Meet84/Metaverse/blob/0124d33031a4a62138d97783f1bbe2a264aa84cd/dist/assets/ranbir/model.glb
72da9fa2-6789-57e4-94fb-3b8e09734cd8,github,6854,11290,52,51,character,gltf,https://github.com/nucleosistemasit/ar_randon_teste/blob/c9f87358c966df052a94101aac8e2ff6e1dc10b3/3d/WorkFemale.gltf
662ccef4-0a47-56b4-ba09-112c5b6d0bd6,github,6909,7740,17,16,"character, anthropomorphic",fbx,https://github.com/NikitaGalushko/GreenTree/blob/43df467bb5613610c309dc2cdd1cb0242fa49331/Assets/GreenTree/Models/CharactersMixPack2/Chef.fbx
49067cba-5082-5d00-a189-18d1dc5f7455,github,18909,33168,52,51,character,fbx,https://github.com/MartinTalas/PGameVR/blob/28d43c91524b2e0198b5568b519f097488b64366/PGameVR/Assets/Avatars/casual_male_6.fbx
48e10f36-dfeb-5d4f-a159-87b1467c5c33,github,2147,2446,45,44,"character, anthropomorphic",fbx,https://github.com/TencentX/Ripping/blob/d93469bd7b72744121a539d4ad2d0e7c6675adea/Assets/AssetsRaw/models/avatar_nan_1.fbx
30159878-826a-51c1-864f-f27cc9d65a32,github,2205,742,16,15,clothing,fbx,https://github.com/TristanMul/Sky-Rescue/blob/b7cb9445ec8b6909a1fc6a750b8299a84dbddc67/Sky Rescue/Assets/AdvancedPeoplePack2/Models/CivilFemale/LOD1/female_outfit_1_lod1.fbx
d66a4f91-2c70-50cd-b94b-1ae965c47b5c,github,22135,38444,62,61,"character, scanned data",fbx,https://github.com/paolapersico1/EmbodimentVR/blob/6a0189a9fc2212267cc7c5bf66ad8fdd0d5669b6/Embodiment/Assets/Agents/Models/woman3/woman3.fbx
53e79226-d81f-5684-a573-3ee0ec732583,github,3068,5684,52,51,character,fbx,https://github.com/D22L/Guns-Merge/blob/66e50e3888d691632cf6e1800140a4385b585e70/Assets/Puxxe_Studio/3D_Low_Characters_V2/Models/Characters/char_010_woman_old_FBX_RIG.fbx
d5a283eb-37b6-5e0e-a1e8-fb9d39244c2b,github,25719,42758,52,51,character,fbx,https://github.com/AlexAAguila/Narrow-Walls-SIAR/blob/02d0bfcbda207c9ff545db64825a08c8556a09eb/Assets/FBX/Solider_Animation.fbx
a88ed7f2-4431-569c-8c47-d27481ee8df7,github,2239,1322,16,15,tool,fbx,https://github.com/daquxxn/baka-rescue/blob/68e1cc712adb7b97fee91f7d3451f8708d096292/Baka Rescue/Assets/Poucy A TRIER/Anim/anim_course2.fbx
eaac9ca0-8906-5950-9b32-765a5246484f,github,20139,36274,52,51,character,fbx,https://github.com/MIUNPsychology/Lecture/blob/e92bef3371209d2f30dcb7a9dd805953409564e2/Assets/stina.fbx
d85146a1-a27d-5f8d-900b-bccc5b7aa00f,github,9896,15308,40,39,anthropomorphic,fbx,https://github.com/EdwardFornieles/SixersAR/blob/6ef5a8d9f73d9bb127567fe85d594b2a69877cd1/models/Syd.fbx
881480ef-3cf2-588d-8a30-877b25a1b041,github,1630,2577,8,7,animal,fbx,https://github.com/ctelloordonez/InnoviralProject/blob/d1588de09c80f0a3f1c7dafecaeef33b842a189c/InnoViralProject/Assets/Miscellaneous/PurchasedAssets/SeaAnimalsPackV1/BlueWhale/BlueWhale.fbx
3b4bb2e9-f536-5e6b-ac94-7b35ab37e900,github,962,722,22,21,character,fbx,https://github.com/Venyxx/VEX_End/blob/543c1831b36c859d3379f179797252265e9d7bd8/VEX_End/Assets/Models/Animated_OldMan.fbx
92e67105-6b01-57df-b44d-1c49c583cd4e,github,9798,17348,28,27,"anthropomorphic, toy",fbx,https://github.com/111teamunity/Bootcamp/blob/f538873095f2755a7fd69beb07f6c556aea19ab3/Project Files/Assets/Assets/Chibi/Models/ChibiCharacter.fbx
2d043497-7eab-56d2-8d71-9f2c6e3709db,github,8044,12892,60,59,character,fbx,https://github.com/eunhyenoh/walk-into-virtual/blob/8a09ba4f0a163510a63c06fafb44f3955dafb1a3/door (2)/Assets/Taekwondo_fighter.fbx
66d6c1c2-1055-598b-b33f-bd9a39ed7462,github,2048,3106,33,32,"anthropomorphic, toy",blend,https://github.com/simonsteele24/PhysicsFinalProject/blob/ef119a04fd749d826928ef9b941fb508e836ac32/Final Project/Assets/Meshes/Mario.blend
5dd09514-b1a8-56a9-a614-5480a57ece90,github,14671,20936,28,27,"toy, anthropomorphic",fbx,https://github.com/Nataliasita/BattleMagic/blob/f7d7881aadda00b78d351a0eafaec70d939d8dca/Assets/Characters/Enemy/Look Around.fbx
6df830f7-21f4-5e6d-81c1-45f4e467e99a,github,148466,279148,27,26,"character, anthropomorphic",fbx,https://github.com/shialian/Hackersong/blob/84d4a73f5328eee144d77208a71478b2a1290b45/Assets/Models/FuJun.fbx
3dad5ca5-644f-5755-9e97-299f01a8900e,github,3337,1143,18,17,character,fbx,https://github.com/DevKhaledAlAbdullah/FireByteProject/blob/f86fe3065d5a8d314f70a0df28b60f0dfcc2b19c/Firebyte Project/Assets/CivilCharactersPack/Models/CivilFemale/LOD1/female_suite9_lod1.fbx
f58bb000-a0e1-516a-88ab-f26348f05ab8,github,2912,3372,3,2,household item,fbx,https://github.com/kkienhhan23/ToyASMR/blob/546bb9906a96265c2b3a5afa5acd0225265ad5ca/Assets/Models/machine_animation (1)/machine4_anim.fbx
dfcfaa41-6ef2-5e29-8875-31cfa0010728,github,18320,28531,52,51,character,fbx,https://github.com/Sampay8/MyTestExample/blob/77c26445bbde8a1cea8ba66cfdfb8ea6637a65e3/Assets/Resouces/Models/Player/PlayerIdle.fbx
b67b55f8-fe93-5108-b317-352b647ed31e,github,1309,702,6,5,tool,blend,https://github.com/hujasonx/pengine2/blob/d0f4e5deef97ff2ddddec24a88c3fd5e96c04d15/assets-raw/blend/robot/headgunner.blend
cf9b7f6b-d3e4-59b6-856e-46f7a16a38b1,github,11304,19932,52,51,character,fbx,https://github.com/Maxime66410/Night-work-in-a-shop-05-03-2018-SOURCE/blob/b577cd184e89b6c72a3c96300540a469c91f73e5/Assets/Assets/Model/Mannequin/Default/Child/Riggered/Child.fbx
ec59a522-9dfc-59fe-846b-0ab88d8ba32d,github,4646,6506,24,23,vehicle,fbx,https://github.com/741645596/FishShader/blob/2d055b7d5b00369da917d88aa11bd90371696082/Assets/GameAssets/RoomRes1XZ/Fish301/FishModels/Fish301.FBX
01c4282b-fb0c-5e91-93a8-743b6dae25eb,github,34838,54521,52,51,character,fbx,https://github.com/collaborative-robotics-lab-at-uva/CAESAR-Simulator/blob/2d511055c7c25ecca5e4a0e5a5631495df159275/Assets/Models/people/Adam/edited_adam.fbx
8386726b-9589-5a26-8167-a167ac4d5107,github,576,352,20,19,weapon,blend,https://github.com/Cimera42/Vulkanite/blob/025343f91a455e4c2c5871e6836a0efdc401efa7/models/Org/org.blend
27a65302-833f-53cf-9ae8-629ac0a0fcc1,github,15452,24836,52,51,character,fbx,https://github.com/amaglovany/AirVR/blob/ece120108bfd146ace1643447a34871e3341151f/Assets/Passengers/FBX/Female1/Fat_female.FBX
787e175a-5c39-5625-881b-60b98aa29f4c,github,2595,4309,29,28,"character, weapon",fbx,https://github.com/smooth-gamers/smooth-gamers/blob/d65cc4b02e8d30092dfbe6761903cadd1224591a/Content/Johnathan/Player.fbx
0ec56e5c-380a-52fe-b21b-a3ba6fb1d0df,github,3936,5502,21,20,character,blend,https://github.com/epicplayer40/ManwichsOdysseyAssets/blob/9183e7a511001570ad8b4a5d0384e6e3a31c106e/modelsrc/conscript/animal.blend
ade19fda-5b3d-5dc0-b47b-800caea132dd,github,38660,52686,64,63,animal,glb,https://github.com/bczhc/google-3d/blob/cdfc0a34c1970511e480ea55f0645868a74cdcfb/models/african_endangered/Saola/saola.glb
d279e9fd-2312-52ec-8118-a90ba658ff88,github,7861,12519,52,51,character,fbx,https://github.com/MrSpeedy68/Unity-Procedural-Generation/blob/0ecc1eed53ad54d5ceab881e1ddd6ac6a42d3c9b/Assets/Models/military/FuseModel@running.fbx
9948d186-a954-5982-bcaa-957300d427a5,github,1928,1821,7,6,mythical creature,fbx,https://github.com/Borgeshc/Game/blob/a2309994d471d788d2215189d86ae482ff27914c/Assets/Asset Packages/MonsterPacks/FantasyMonsterPack7/Beholder/Beholder.FBX
cc0ed01e-c836-51a9-b86c-7124aa0645d3,github,17137,30260,52,51,"character, anthropomorphic",fbx,https://github.com/MatthewLKomar/HCI_Hospital_ML/blob/6c4c5e16e7fd9a694081d8f193470065b77eea0d/HCI_Hospital_ML_Assets/DocumentationRender/Sitting Idle.fbx
074744b1-ee42-5f97-8bd2-2e415c2aaaeb,github,11134,17749,58,57,character,glb,https://github.com/fati-ouahmane/Ensias-vr-classrom/blob/09193dfc4efb15188443df95f7d03b1769ad8355/Assets/Resources/Avatars/53d71f12-ff3e-446d-ab49-faaa6fb58bde.glb
667c9c51-1201-5d17-ac8d-bb982a04cba5,github,17089,31036,22,21,"mythical creature, anthropomorphic",fbx,https://github.com/Kuritsu243/GamesProd_Term2/blob/29589a73534151f57ae3f4bb2d66597ef296c1d8/Assets/Models/Enemies/HeavyEnemy/[OLD]fat_enemy.fbx
16d52125-e01b-5bf4-9b12-7fea7064ac5a,github,4538,2370,41,40,character,fbx,https://github.com/David-Goru/BachelorsFinalDegreeProject/blob/f925f8339e81dee1e8c6dac9c85b15c834cc7814/Game Engine/Assets/Art/Characters/Merchant.fbx
116b3297-22b9-5e98-8ec1-de696d3fcbfe,github,11273,18986,54,53,character,fbx,https://github.com/uccs-innovation/CS3350-TheCreakingGrounds/blob/c75d03f88b137ecc98280956236af3d3e13c15b7/Unity/Assets/Resources/CharacterModels/Jacque.fbx
b00b0ef5-b431-55e5-8a83-849cd2590d0e,github,53926,66513,52,51,character,dae,https://github.com/HiSeun/nesfr3_selfwork/blob/855d43117a235462335c6693b334e7a6235d1d31/actor/actor_8/actor_8.dae
a24de36e-8e28-5f73-88bc-55f7c62bc367,github,3282,2160,28,27,"character, anthropomorphic",fbx,https://github.com/seoeun98/airang/blob/745ac02bcf9ad0bbe6627eda41c8b19b85749324/front/airang/Assets/Models/Characters/3D_Low_Characters/Models/21_astronaut_man.fbx
1f1d8d98-da51-51df-93ff-80fea8891d82,github,33071,48571,52,51,character,fbx,https://github.com/eunhyenoh/-_KNBH/blob/f04017517bdbef506bd7666b3b2f5a9d13c5939a/WKUS_KNBH/Assets/persond@T-Pose.fbx
5cb9bd8e-c8f1-5fe3-b2f4-f2efd5b63802,github,42211,69287,54,53,character,fbx,https://github.com/vardan-kemechechyan/SMR/blob/7ea32dc56a47c89446906bb9ef30b3ccaadc37ac/Assets/Models 2/Crowd/Stylized Office - Men/Mesh/JalenLewis.fbx
5a201cca-660e-5815-8fbc-976be3269f74,github,53114,100920,65,64,character,fbx,https://github.com/mervynfoxe/outbreak/blob/fbabed0600fc6e66e4916e0e40d0665c78e884d1/Assets/Models/Characters/Enemies/OutbreakEnemyTall/OutbreakEnemyTall.fbx
88ee187b-b491-590a-b961-fb9e749260a7,github,9840,16228,52,51,"character, anthropomorphic",fbx,https://github.com/EgehanGlitch/GGJ2018-AsteroidOutbreak/blob/7390ad3e86091e58a46c48f65ddde259b61a0b3b/Assets/_Models/female/doctor/doctor-idle.fbx
b46e1e90-3445-5fad-8346-4312cb6111f7,github,42661,76720,52,51,character,glb,https://github.com/amalalbert/arhuman/blob/76a9b56682ef7a764e3969592a1f046514020e9b/app/src/main/assets/models/Talking.glb
1ba9de4f-432f-5444-9852-bec32a7428e2,github,2368,3456,22,21,"character, anthropomorphic",fbx,https://github.com/HubertBagarre/mythsandsteel2/blob/7011d7268f7399c71385731672ad634c15b7ce78/MobileGaming/Assets/Models/Unit Models/LiluAngalV1_1.fbx
cd57aa1f-197a-5b38-91d2-e8a3c677e6be,github,1839,2264,31,30,anthropomorphic,fbx,https://github.com/ghostlium/lego-friends-dump/blob/ff8bcc6d653b2ed6f0f3c05a3ee868ad37ca118b/friends-rush/Animator/Liam_Character/Liam_Character.fbx
331cbb66-6f93-5b82-89be-3ed712b77bae,github,41709,81851,46,45,"character, scanned data",fbx,https://github.com/Esgaritus/BlenderAnim/blob/d121c8c9b6984cdcd23433dd4f9c889d33bf2f46/Animations/Mixamo/Male Pack/Adam/Start Walking.fbx
087302cd-be34-5140-b7ee-4c4c91c2b088,github,2605,4744,23,22,tool,blend,https://github.com/Chaosed0/OddOffice/blob/3d5b460907f36049f7f39660e1de83503011589e/Assets/OddOffice/Models/Player/RightHad_Scissors(1).blend
27ced715-cf94-5a79-bdbd-8a6a495e629c,github,12114,19806,22,21,"mythical creature, anthropomorphic",fbx,https://github.com/jvarelaaloisio/Little-Cursada/blob/28c904976e7afc7b528c1fd3d9b76a62566abe2f/Little - Cursada/Assets/Visual/ArtTesting/Animations/NewAnimations/PJ PonchoV9FBXMixamo@Head Hit.fbx
45327996-4d30-530f-8b28-62bc39f26c54,github,10726,18052,53,52,"character, anthropomorphic",glb,https://github.com/WonderlandEngine/wonderland-engine-examples/blob/c3ae50ddc51345b03869b086c6f4e540b0c8c7ce/skinning/Sci-Fi_warrior_V02_male_rigged.glb
bafe5ddd-5a17-5714-9264-ca2251a08ab2,github,3116,2360,31,30,"character, anthropomorphic",fbx,https://github.com/ralphlizard/HotPatata/blob/72f48a7634480efda12cdb4336d3c16cc60c41b9/Assets/Models/humoid_sitting.fbx
3c7ff58f-8541-5859-a8c8-7ec904ce19c9,github,25084,43486,31,30,character,fbx,https://github.com/fabriciolpu2/NPCS_Canaime/blob/3019883ef14aca8e0269f18eca13868108fc6a59/Assets/Canaime/Characters/Makunaima/crianca 9 Feminino/crianca9F.fbx
b26350f7-7c1e-5670-bf90-29cc939d8b87,github,65824,101461,52,51,character,fbx,https://github.com/BerkayYelekci/ProjectFPS/blob/be92ce63fccd1c87c8dc76c1f05d81ae9342f68b/Assets/Assets/enemyl 1.fbx
1a6d89bb-6c83-5ac8-bd3d-fb8cc449e46d,github,6158,3098,52,51,character,fbx,https://github.com/Damagree/importir-virtual-expo-2019/blob/bb39af2b70e54cf8db772bbd11e7055244ba1e83/importir 2019 default/Assets/Prefabs/Walk NPC/Walking NPC.fbx
314eecd8-f5a3-5005-9672-8701262bf755,github,15593,28796,52,51,character,fbx,https://github.com/Andrezinho790/CacaFantasmas/blob/056589a24fc2ee08c1e3962d75f81f8d65381f63/Caça Fantasmas/Assets/Models/BebeFantasma.fbx
67a85e6d-4894-5e69-a0da-6d9015ce7a15,github,363,714,7,6,"toy, anthropomorphic",fbx,https://github.com/Bnaga/ProjectVrij/blob/c3c63f4a51f3e3cf9c4e9e8035a59d9225ffe3b0/Assets/3D Models/Mojili TEst.fbx
3cbaed89-4787-5255-95af-a9fce9069589,github,6206,10712,85,84,"anthropomorphic, animal",glb,https://github.com/Rajasekhartech/anm/blob/c665a9696c30b1ac34bf60b5590917e120b31d94/files/assets/53938012/1/Fox.glb
e4a4e744-a197-5659-9b88-92cd4d9b50bd,github,261,432,7,6,animal,fbx,https://github.com/sergmalinov1/BobberFishing/blob/70cbcbeac16364c3120e6059746dc6ea871cf095/Assets/FishGame/FishFbx/rudd.fbx
5ee0e135-00f1-5646-ba5e-ca7fadeb9c2d,github,4731,7570,56,55,character,fbx,https://github.com/Eddiefans/DRVR/blob/1e3469afc20f62d3fe300dae7d6f810b80ae07e8/Assets/Leccion3/Pedestrians/Modern People/Models/Men/Models/Man007.fbx
52420fc7-6b8d-55e1-a66c-5eb2f8078b10,github,39571,67258,29,28,weapon,fbx,https://github.com/MihawkCola/Lego-Dune/blob/99f0e7dd9814d5b3acb41ce64110b1b1688782bc/Assets/Lego_Assets/Cutscenes/Desert/Mutter_Desert.fbx
1d2fdc47-110d-5bef-931c-0c7f8d757633,github,99640,103562,54,53,character,fbx,https://github.com/Mati-C/WarForged_v4/blob/8069b74b13a53fc62e16b569bb0419959c2e4082/Assets/_PLAYER/Player_2020/WarriorPoseT_NoSwordMesh.FBX
3381d0bb-1ed8-5cbc-b5d6-e5e8f65b720d,github,62080,23280,22,21,"anthropomorphic, toy",fbx,https://github.com/0x1337root/KissThePrincess/blob/81d98ed725e4e41ae7f5868bcc30a2b6a36a797b/KissThePrincess/Assets/Source/Hero/Backflip.FBX
b603401e-3519-55cb-b457-8779b4856248,github,482,504,21,20,animal,fbx,https://github.com/shiyuyullin/Tomorrow/blob/a8f13bc0a5149797d7f22e13e9b0fcc59323db1a/Assets/Prefabs/monster/d1/D1 (20)/Monster_037.fbx
b65b0de4-888c-5e55-9ab1-b100249fd186,github,30739,53774,52,51,character,fbx,https://github.com/qjones45000/SurviveTheOutBreak/blob/cbac27d7ef45ea139b5566c58a729da156750b5a/alien dude/Assets/dummy/dummy.fbx
d3067b43-b8cb-5675-a500-7802ea5d6ef8,github,6243,9962,58,57,character,glb,https://github.com/mericuygun/TattoMaster/blob/0e864c820a07e103c3199f048871ff6aade5b068/MericUygunKudosCase/Assets/Prefabs/source/senorsensor.glb
